luminosity_distance	iota	total_mass	phi_jl	phi_2	dec	tilt_1	chi_eff	chirp_mass	mass_1_source	a_2	psi	tilt_2	mass_2_source	mass_ratio	theta_jn	total_mass_source	mass_1	a_1	chirp_mass_source	phi_1	mass_2	geocent_time	chi_p	ra	phi_12	phase	redshift
8.017923962038660193e+02	3.847366802707403166e-01	7.858334959805009134e+01	2.260203266555904644e+00	3.914187374077589432e+00	4.778808666259370952e-01	1.516159535770165157e+00	2.779351555270114793e-01	3.335210952474603374e+01	4.066402981410565332e+01	7.613068880253591741e-01	5.641594046030635745e-01	6.065944540718727351e-01	2.693748933331461615e+01	6.624402317344962876e-01	5.925807351342530227e-01	6.760151914742026236e+01	4.726987960106130515e+01	8.735449035965676678e-01	2.869123398501611177e+01	3.661568484857496752e+00	3.131346999698878975e+01	1.264316116418839216e+09	8.722413839930790447e-01	5.399141856202199108e+00	2.526188892200926239e-01	2.248153976805722376e+00	1.624494625140224524e-01
1.041019954137911782e+03	5.498523268841968292e-01	7.490446507365305706e+01	9.626450026498030166e-01	5.327442622335677669e+00	6.474013604187756066e-02	2.045728687613881380e+00	1.604361495548943806e-01	3.250503149642985790e+01	3.327445332564106906e+01	9.618608061043930624e-01	7.922284258322178641e-01	9.962910010541933259e-01	2.885611859657318590e+01	8.672154073929401186e-01	7.054670286327615614e-01	6.213057192221425140e+01	4.011559929137304437e+01	3.361617024095664985e-01	2.696175982615934785e+01	4.048468062570263371e+00	3.478886578228001270e+01	1.264316116410660505e+09	6.861443107757704274e-01	5.576392243414751704e+00	1.278974559765413854e+00	5.271819897589541171e+00	2.055975465255874546e-01
1.287250439376481836e+03	2.770232466460197385e-01	8.110738993906078065e+01	2.113479285068650793e+00	2.947356930928489049e+00	5.895708003047972490e-02	1.305886315641099138e+00	2.889971969636289661e-01	3.417790140124997578e+01	3.993959751522132962e+01	6.043206802496617902e-01	2.648738909716737311e+00	9.614614891802748531e-01	2.503772968250215314e+01	6.268898847305623967e-01	5.214315440942233204e-01	6.497732719772348275e+01	4.985425916056598794e+01	9.676278157008851855e-01	2.738084265748310386e+01	2.016859012343092061e+00	3.125313077849479626e+01	1.264316116412059069e+09	9.338731507315790603e-01	5.571166364529211990e+00	9.304979185853957668e-01	3.772296233055842940e+00	2.482414010698554274e-01
1.066315203434243585e+03	4.738347926306457070e-01	7.727879254160643541e+01	1.113881916193947053e+00	2.969753939763876360e+00	1.504886443072850355e-01	4.343233363325980090e-01	1.718135834818129704e-01	3.320572951892270908e+01	3.659265816520549208e+01	6.400441707651682854e-01	1.692564363671961170e+00	2.016691407418838899e+00	2.727116852634569355e+01	7.452633914492925449e-01	6.086110199258172315e-01	6.386382669155118919e+01	4.427915747286315451e+01	5.573185463181501431e-01	2.744148666687905092e+01	2.155369646273058493e+00	3.299963506874328090e+01	1.264316116411555052e+09	4.127820419410585528e-01	5.535863874940709195e+00	8.143842934908170905e-01	1.497258268124468383e+00	2.100557787563639978e-01
8.969682028657953197e+02	4.864368670469960132e-01	7.244603552253715861e+01	2.589581735507058280e+00	3.491966556707088998e+00	1.010974796753640881e-01	1.808236958388922622e+00	-2.252349561298700592e-02	2.949519336920219459e+01	4.066986105434499166e+01	6.390171040389457380e-01	1.476834509507152893e+00	9.213027718529477328e-01	2.073350247107012834e+01	5.098001796309321598e-01	5.233114035287529386e-01	6.140336352541512355e+01	4.798385673807937479e+01	9.821907102658580246e-01	2.499935390029895643e+01	2.805684497349830053e+00	2.446217878445778027e+01	1.264316116411926746e+09	9.546335441039874858e-01	5.544972206097021683e+00	6.862820593572600547e-01	3.825274964782140685e+00	1.798382264931044916e-01
9.405469250121029745e+02	2.609899509356178871e-01	7.482029557241344264e+01	2.130063777455314611e+00	1.502707488852395912e+00	5.793687167849537190e-02	1.610594574633694265e+00	-5.017042131845862035e-02	3.002246098264602381e+01	4.271490095870415615e+01	1.884643242943258024e-01	1.138693042280353840e+00	1.979959762610172591e+00	2.028107827587545131e+01	4.748010137137566589e-01	3.871208620717112581e-01	6.299597923457960036e+01	5.073246822905647946e+01	9.649020778257022535e-01	2.527782487578241444e+01	2.278506716893543782e+00	2.408782734335697029e+01	1.264316116410443783e+09	9.641380242256972766e-01	5.570569590500248580e+00	5.507386079138439250e+00	4.714291617603009854e+00	1.876995402167392635e-01
1.092165036381806885e+03	5.742988279802240664e-02	7.270758204554837789e+01	1.550654262490681390e+00	6.013565809574748400e+00	3.562316676796317694e-02	1.483021494854693589e+00	8.212643645066748654e-02	3.099569562706347270e+01	3.545842442291035468e+01	1.172649601818896298e-01	2.409397583335195048e+00	5.962112894107665095e-01	2.440327854497240168e+01	6.882223037864305670e-01	2.260807907655701388e-01	5.986170296788276346e+01	4.306754026556581039e+01	8.198214990934560298e-01	2.551941726995966064e+01	4.907185546449557734e+00	2.964004177998256395e+01	1.264316116410841465e+09	8.166654011629116416e-01	5.578732958072954773e+00	1.106380263125190888e+00	2.991976169088918169e+00	2.145926099790001484e-01
6.222853705845659533e+02	1.005062624547951255e+00	7.201047706680651572e+01	3.851047668945400404e-01	1.261897509020384334e-01	8.776453440521536642e-02	6.049898097881269976e-01	7.273524845087159241e-02	3.132452254149026061e+01	3.293444620295975511e+01	6.288002112256839693e-01	1.539150617396958687e+00	2.121938701334522559e+00	3.086162455193228737e+01	9.370621980933389050e-01	1.033095396067848615e+00	6.379607075489204959e+01	3.717509801063012986e+01	5.464344898000207396e-01	2.775125978635245616e+01	3.973068856713263930e+00	3.483537905617637875e+01	1.264316116410625696e+09	4.973380838000039383e-01	5.553519390227315000e+00	2.436306201368361624e+00	4.066375882878950243e+00	1.287603799844453389e-01
8.000670004951491592e+02	1.311553977100544666e-01	7.872984552027234884e+01	1.936467646042342006e+00	5.970139225717417730e+00	4.844669918840616152e-01	1.347714062044301553e+00	1.105760571832763023e-01	3.274657232546575614e+01	4.302177557463839008e+01	5.510244275506974709e-01	1.381871777475400576e+00	1.690933739150040083e+00	2.472430643451930266e+01	5.746928411084557542e-01	3.739974178387023840e-01	6.774608200915768919e+01	4.999695398681874536e+01	9.585927865361065781e-01	2.817803032153266329e+01	1.507185717836703631e+00	2.873289153345359992e+01	1.264316116417397261e+09	9.348390233504219049e-01	5.409181684483350239e+00	4.462953507880713211e+00	5.016957476142673400e+00	1.621313467195033275e-01
6.360732929361337256e+02	8.354575069074992033e-01	7.131485656417814312e+01	1.616719358928494055e+00	7.711230937073754177e-01	7.101996940930632718e-02	1.470038711321605795e+00	1.031274099778469594e-02	3.044615384354347398e+01	3.713351248316910613e+01	5.310844023898569910e-01	1.064068020436543360e+00	1.574399134430351621e+00	2.589930697894684997e+01	6.974645070456451101e-01	9.608878936100581081e-01	6.303281946211595255e+01	4.201257597326627291e+01	1.873004768523889862e-01	2.691033833614778459e+01	5.735283547489225420e+00	2.930228059091187376e+01	1.264316116409831524e+09	3.520163268496889764e-01	5.562572057870433184e+00	1.319024853397736230e+00	4.526668350638090921e+00	1.313924582897623150e-01
1.117743254864863502e+03	3.657913677194852831e-01	7.597438501701596181e+01	2.773368432869311562e+00	5.106751901544344108e-01	1.616818297789728298e-01	1.628286558435097842e+00	9.748203722682631522e-02	3.198003208357619442e+01	3.842326926000959020e+01	4.702672772706096294e-01	2.370658812448203978e+00	7.527657809973755665e-01	2.389867955486840501e+01	6.219845425735758271e-01	3.254656530962790617e-01	6.232194881487799165e+01	4.684038782297436398e+01	9.633312246161406245e-01	2.623328799784831489e+01	3.054946475850190524e+00	2.913399719404160138e+01	1.264316116411862373e+09	9.617396971464802213e-01	5.524095835813945143e+00	3.738914021483830119e+00	3.893961646952204703e+00	2.190630502054960183e-01
9.669711193092415442e+02	4.431024877899242820e-01	7.330377029617919504e+01	2.818014697732983187e+00	3.061271384575228183e+00	6.573163761820044471e-02	1.676823467849361204e+00	-3.985329190136981808e-03	2.983345391307947025e+01	4.074245854233078035e+01	3.865380820574356169e-01	1.188961966037875406e+00	1.119179185943202981e+00	2.073146679328475628e+01	5.088418209162582917e-01	2.811078469258784240e-01	6.147392533561553307e+01	4.858280654738533144e+01	8.679268219493718739e-01	2.501889754027790858e+01	2.921198825917402431e+00	2.472096374879386715e+01	1.264316116410956144e+09	8.630528802993461257e-01	5.572098965998897313e+00	1.400725586578250859e-01	4.259129627788695416e+00	1.924367916312304805e-01
9.414406489517402861e+02	1.449771005734018792e-01	7.997674766392967172e+01	1.658161634195427059e+00	2.204868068620697841e+00	8.892921314228185992e-02	1.434435118408522891e+00	1.870009354665242707e-01	3.215615975966181139e+01	4.551314263518258940e+01	6.012516243977864550e-01	2.967219733610458945e-02	9.845005670394374464e-01	2.181527931308386314e+01	4.793182375461852995e-01	5.790130063526716109e-01	6.732842194826645255e+01	5.406324726760001198e+01	8.620327530568373531e-01	2.707066185826939275e+01	2.017505415140504965e+00	2.591350039632965618e+01	1.264316116412204266e+09	8.540306821289544992e-01	5.555179934339697922e+00	1.873626534801938470e-01	3.009543707891074948e+00	1.878601242931535187e-01
9.475142692393532116e+02	6.244542555659722272e-01	7.561633704451502069e+01	2.249212271680481212e+00	5.440649408755946936e+00	4.793033170968330481e-02	1.720558774638698996e+00	2.183152491578679855e-01	3.275416698386921865e+01	3.465741154092726362e+01	6.916993694534250281e-01	7.275462695606635943e-01	4.479514093388112794e-01	2.894180503478414224e+01	8.350827066414493460e-01	7.893970631949013272e-01	6.359921657571140940e+01	4.120595587918067793e+01	8.043316738914546571e-01	2.754880018239681760e+01	6.451073423947271124e-01	3.441038116533434277e+01	1.264316116411219597e+09	7.953284270237713782e-01	5.561613050087920840e+00	4.795542066361219824e+00	5.184516597176250130e+00	1.889507625380556222e-01
1.006881004763480632e+03	2.482465428310990374e-01	7.731134669429638961e+01	2.019970257902819366e+00	1.944367968738646368e+00	8.863106200575132654e-02	1.553275764336957243e+00	1.867061542199612290e-01	3.154597672667178543e+01	4.252206123898873358e+01	6.830962893800909264e-01	2.466553831547625197e+00	7.093367534089159987e-01	2.192819561204193590e+01	5.156898554093573006e-01	5.553869660294918909e-01	6.445025685103067303e+01	5.100736566810110872e+01	8.956458151882421559e-01	2.629816177811616029e+01	2.944844151685572342e+00	2.630398102619527734e+01	1.264316116412248611e+09	8.955083504580733100e-01	5.546986240204581975e+00	5.282709124232660258e+00	3.070384655183667988e+00	1.995506375248844166e-01
7.869074075735927636e+02	7.431345173335127674e-01	7.473017984755708198e+01	8.162906822310965760e-01	2.115468915713076825e-01	1.340030743367801591e-01	1.437667766678988102e+00	1.121496208520854354e-01	3.244306438235754086e+01	3.434663586786438572e+01	9.728636222800871591e-01	1.258515931569827773e+00	1.449594358471996358e+00	3.009250939003158720e+01	8.761413928805449336e-01	7.793239077352130950e-01	6.443914525789598713e+01	3.983184856489928194e+01	8.087716682991499262e-01	2.797535537329969912e+01	3.125731707334001186e+00	3.489833128265779294e+01	1.264316116410811901e+09	8.303027015118130683e-01	5.542795875184687304e+00	3.369000491416892284e+00	1.922451056625564592e+00	1.597015998346144050e-01
8.132982880542291468e+02	6.412988205858948243e-01	7.244502591483595211e+01	2.183365915059706008e+00	7.335310722747783174e-01	4.315129364005643176e-02	1.479264197986508211e+00	2.731139572633073387e-02	3.004283337360733697e+01	3.976502783008235298e+01	3.513523843745913200e-01	9.673103649808156845e-01	1.599655715369779685e+00	2.244260306524394366e+01	5.643804189234353785e-01	8.405991919547995961e-01	6.220763089532628953e+01	4.630908507835368937e+01	5.300329826228353802e-01	2.579740245730834403e+01	1.553113078040638584e+00	2.613594083648226629e+01	1.264316116409602642e+09	5.278141896069838968e-01	5.564627634050715699e+00	5.463603301413725077e+00	4.091939431690986062e+00	1.645681546165232711e-01
8.261187027551327446e+02	7.317243236667251294e-01	7.581005045965203237e+01	2.199592584600189582e+00	5.398338738473242415e+00	8.706171422733910426e-02	1.888962079781039360e+00	1.816692722253152870e-01	3.283336751368845796e+01	3.544461117692413410e+01	7.373627415684905761e-01	9.851265287744934707e-01	3.294739380953777275e-01	2.952113369622751193e+01	8.328807318232610557e-01	9.062048839323710858e-01	6.496574487315164959e+01	4.136114758773194211e+01	7.931735070500014473e-01	2.813669380626475203e+01	4.374834108175980063e-01	3.444890287192009026e+01	1.264316116411174774e+09	7.533647741368530992e-01	5.546711775614689088e+00	4.960855327655643521e+00	5.239795754743457046e+00	1.669234395399353255e-01
7.618964108504358137e+02	7.508002181898630889e-01	7.282873991635736388e+01	2.350881148691361222e+00	1.532038365407064617e-01	6.460228836947745634e-02	1.860623653887587547e+00	1.039879321444435872e-01	3.129877019182913855e+01	3.609803167815817204e+01	5.375002972806861568e-01	1.012694029701970200e+00	4.893244980109201503e-01	2.695352365864236788e+01	7.466757162538347758e-01	8.874721664822334821e-01	6.305155533680053992e+01	4.169562743595935927e+01	6.039761547727066082e-01	2.709694199007669013e+01	1.362227125005581740e+00	3.113311248039799750e+01	1.264316116410441160e+09	5.787862646870828298e-01	5.552860309408437445e+00	5.074162018714710953e+00	4.483160036723199404e+00	1.550665091024375219e-01
8.218364869479062236e+02	8.685401354510610128e-01	6.594073147395931755e+01	3.841120043173433363e+00	2.059790507100764501e+00	1.001365835216450062e-01	2.009593139941002526e+00	-3.234247975333305880e-01	2.600999966768922178e+01	3.927417211561882482e+01	7.408866506933313723e-01	4.003250960132442859e-01	1.770900857606863221e+00	1.727210870401072285e+01	4.397828846185106166e-01	4.166706162342654896e-01	5.654628081962954411e+01	4.579907997130496966e+01	9.436160664549387844e-01	2.230440446218658934e+01	3.887706681730486391e+00	2.014165150265435500e+01	1.264316116410508156e+09	8.542211763468452457e-01	5.551352989716555442e+00	4.455269132549863897e+00	3.713019230670166149e+00	1.661373748752115187e-01
1.013957093086905843e+03	3.999434819322784662e-01	7.402258989362333352e+01	1.842533295328094178e+00	5.704469404692448897e+00	1.122038300397767419e-01	1.459622124134352328e+00	3.758143818519317503e-02	3.181725375912543186e+01	3.526258908810660841e+01	8.218825543200304617e-02	2.858546186652718202e+00	2.129469370239278625e+00	2.638145367152366916e+01	7.481428435560231183e-01	6.584322950813124020e-01	6.164404275963027402e+01	4.234355914705955115e+01	8.859357560475311644e-01	2.649656211759344160e+01	1.735346672546304703e+00	3.167903074656378593e+01	1.264316116411149979e+09	8.804664412292746434e-01	5.569079877141497548e+00	3.969122732146143750e+00	3.446076350499072571e+00	2.008068676199735447e-01
1.015482258287870764e+03	5.301371802092195162e-01	7.400000153322275764e+01	3.008491950710772578e+00	5.539493345599870722e+00	-5.587073416138954585e-03	1.604366909073616121e+00	9.991100018005308336e-03	3.013780891668816864e+01	4.078424202469229698e+01	1.421157526807969029e-01	2.019502231170430040e+00	8.760065575255736592e-01	2.082710744563139116e+01	5.106655514897612269e-01	3.864813559383441510e-01	6.161134947032368103e+01	4.898503276270962914e+01	9.346293679129753507e-01	2.509231133734877162e+01	3.580875762609761370e+00	2.501496877051313561e+01	1.264316116409865856e+09	9.341027612029780824e-01	5.579977737218008826e+00	1.958617582990110462e+00	3.413216578135704449e+00	2.010774340994806453e-01
1.067784685575029016e+03	1.558049347443793697e-01	7.279823596509609729e+01	1.318103276918189959e+00	3.265589484843693491e+00	9.065613883488943259e-02	8.280696135792243728e-01	-2.238627728541412940e-02	3.137841305693769556e+01	3.390101242208059062e+01	8.650051407097684164e-01	2.364124659439825304e+00	2.265306682868269306e+00	2.624720040935622478e+01	7.742305770272736032e-01	3.900178032810475703e-01	6.014821283143682251e+01	4.103087665587956678e+01	5.750480214034023874e-01	2.592584067238027146e+01	3.457850539818913216e+00	3.176735930921652695e+01	1.264316116410428762e+09	4.962110844993708469e-01	5.554293206080195944e+00	6.090924252204366951e+00	6.884048274760975472e-01	2.103141978484133756e-01
9.007877603470608392e+02	5.903943520654463262e-01	7.430543194229008463e+01	2.850840824344912594e+00	5.143466459678625924e+00	1.335661389266658006e-01	1.639526407155681653e+00	-1.370642872004063373e-01	2.788940108767980419e+01	4.619249891648687623e+01	4.016290666396614140e-01	1.629971413438083827e+00	2.654189506605457272e+00	1.674995067972473350e+01	3.626119190911837875e-01	4.295431893432533066e-01	6.294244959621161684e+01	5.453161747759354938e+01	8.458401379118206664e-01	2.362448042281999250e+01	3.696773977410457324e+00	1.977381446469653525e+01	1.264316116410453320e+09	8.438431242767874263e-01	5.538687956834486670e+00	1.446692482268169044e+00	3.329184771264148246e+00	1.805297127610104857e-01
6.695007088297686551e+02	9.957219005190220962e-01	7.632929959417083410e+01	2.634030560203227456e+00	2.923833147955029688e+00	1.181755415588332525e-01	1.321707753604824065e+00	2.015232258027508105e-01	3.299883435518862029e+01	3.710725481465646425e+01	4.027209284368056808e-01	1.065094389014858089e+00	8.137788815798862041e-01	2.998116344348895623e+01	8.079596184961418404e-01	1.051995136803641762e+00	6.708841825814540982e+01	4.221847590692398455e+01	5.715034782689285553e-01	2.900379818788773889e+01	5.210214108410315959e-01	3.411082368724685665e+01	1.264316116411055326e+09	5.538654577965014258e-01	5.554409698803659978e+00	2.402811737113998092e+00	5.019030270485306033e+00	1.377418275158613092e-01
8.292510772889929740e+02	8.159442763612729799e-01	7.217542525343731086e+01	2.084397119866612691e+00	5.455661842063654454e+00	5.701229471664515103e-02	1.391375059673663817e+00	4.090591784265844300e-02	3.134100132231831282e+01	3.286158367158126481e+01	7.358123616573044590e-01	5.693078306680048328e-01	1.723249838152691060e+00	2.895901335276154853e+01	8.812421714722573629e-01	9.372448000647113364e-01	6.182059702434280979e+01	3.836583420674273270e+01	9.830020790468585457e-01	2.684458603857221348e+01	2.748878075344888927e+00	3.380959104669457815e+01	1.264316116409745455e+09	9.672220826432373908e-01	5.568155547002255901e+00	2.706783766718765971e+00	2.056464385122621419e+00	1.674980302279696631e-01
1.160914050614442431e+03	9.323646362427119583e-02	7.618029061006537006e+01	1.447658485853192234e+00	4.372051325522770426e+00	7.021994759588334745e-02	1.294808532730119088e+00	1.523897950555473946e-01	3.315631537122509798e+01	3.144078077282779304e+01	3.269818462550158067e-01	7.600286021555681115e-01	1.342512326056395588e+00	3.066776623451072226e+01	9.754136341618737660e-01	3.409003314579249766e-01	6.210854700733851530e+01	3.856422234444436015e+01	8.398394859815723201e-01	2.703180252179019050e+01	4.937652064037679089e+00	3.761606826562100991e+01	1.264316116411063910e+09	8.080570167676289772e-01	5.567391174301896228e+00	5.717584568664678457e+00	5.752595615596877821e+00	2.265669425669254722e-01
9.465316207669635560e+02	4.364051690953048568e-01	7.571082614507152186e+01	2.318418736174787220e+00	2.723231137025194926e+00	1.057947857823879900e-01	1.491951437930330915e+00	5.181775100959566671e-02	3.109301168107164770e+01	4.152307814788717621e+01	1.525833679418209798e-01	2.684372153788729953e+00	1.500109452966468693e+00	2.216505921684312241e+01	5.338009657641662464e-01	6.553071417787468267e-01	6.368813736473029508e+01	4.936157156958828551e+01	9.360399474730236591e-01	2.615551962453604418e+01	2.942992115246106266e+00	2.634925457548323990e+01	1.264316116411692142e+09	9.331320004939849255e-01	5.545998083502503562e+00	6.063424328958673115e+00	3.150750171970020386e+00	1.887743821347685758e-01
1.033346590411716761e+03	1.533326952797199882e-01	7.360995502426698067e+01	1.483649681310475588e+00	3.512800607391479701e+00	1.295842258227803967e-01	1.638888256040810676e+00	7.218250808297106691e-02	3.165885553860950807e+01	3.486097155494642408e+01	5.190089870286817009e-01	1.080646356911135086e+00	1.101854911100422774e+00	2.626460851889141779e+01	7.534101130111714451e-01	4.117163763623089556e-01	6.112558007383784542e+01	4.198102570416621404e+01	7.371605270598126092e-01	2.628945919928051111e+01	2.103505127111970907e+00	3.162892932010075953e+01	1.264316116411466837e+09	7.354522608627445113e-01	5.530431772584428529e+00	1.409295480279509238e+00	2.056894076833011287e+00	2.042414147292898330e-01
1.082128926638221628e+03	1.300590155572937390e-01	7.830752947063612623e+01	1.680384102535111834e+00	6.000688840594633255e+00	1.530047071566809080e-02	1.262773730222207513e+00	1.002230267314077883e-01	3.261972102186585687e+01	4.086258700297893398e+01	9.379726632819040955e-01	2.593032111156464481e+00	1.768907983367376424e+00	2.370318466548998870e+01	5.800705829947084835e-01	2.482916938018498443e-01	6.456577166846892624e+01	4.955951355174262574e+01	8.755552856090448310e-01	2.689546552706277893e+01	1.002420861623814829e+00	2.874801591889350050e+01	1.264316116410398483e+09	8.343472162171096107e-01	5.577014587050520333e+00	4.998267978970819314e+00	6.712601215649176556e-01	2.128334789016093631e-01
7.536106024208658027e+02	6.209517905584973629e-01	7.340808060995529161e+01	2.712652563399792882e+00	2.380978987937703906e+00	9.809990582885830257e-02	1.731497718737948333e+00	-1.363640259946109490e-01	2.794401735449364210e+01	4.605685895308499056e+01	6.223927967639185654e-01	1.285512319893304944e+00	1.724869351842571064e+00	1.758113739753699178e+01	3.817268002458810150e-01	5.629681337943146513e-01	6.363799635062198234e+01	5.312778227714203894e+01	9.496695556985406128e-01	2.422487088139201461e+01	3.396141998361899006e+00	2.028029833281325622e+01	1.264316116410778522e+09	9.374333446180440621e-01	5.555432389776264301e+00	5.268022296755390244e+00	3.548312722673262254e+00	1.535259564978088409e-01
1.025139190552271657e+03	6.454733028740169409e-01	7.860632667712513921e+01	9.997544993067043473e-01	3.335424868051519276e+00	6.611732523984126253e-02	9.956420649157019520e-01	2.333913758813778161e-01	3.408405908979896992e+01	3.528860353561836405e+01	4.109410701637268848e-01	6.186990689279974198e-01	7.450733777702491789e-01	3.006477804053174196e+01	8.519684835413229296e-01	7.216640552844663103e-01	6.535338157615009891e+01	4.244474318850966910e+01	3.215103210592590299e-01	2.833752209932354305e+01	4.860791961377780801e+00	3.616158348861547722e+01	1.264316116410118580e+09	2.697820109136450095e-01	5.571621316530958268e+00	4.757818213853323819e+00	6.126091029864008775e+00	2.027889725267335019e-01
