phi_12	total_mass_source	mass_2_source	theta_jn	phi_2	chi_p	mass_ratio	chirp_mass	chirp_mass_source	mass_1_source	dec	psi	luminosity_distance	mass_1	tilt_1	a_1	tilt_2	iota	total_mass	ra	a_2	chi_eff	mass_2	phi_1	phase	phi_jl	geocent_time	redshift
1.107185120372048193e+00	6.398829404400065357e+01	2.498699142770740167e+01	2.549144722781608419e+00	2.640684311359100533e+00	7.574958312901053370e-01	6.406706892212565840e-01	4.522043742615477413e+01	2.704305439825808932e+01	3.900130261629325901e+01	-1.399536591018486043e+00	2.579563843090983077e+00	4.167012780469033714e+03	6.521659641420598064e+01	1.231485869736563155e+00	8.032962531111911275e-01	2.307125368734030957e+00	2.549852531148441237e+00	1.069989581875598503e+02	3.156039285981186993e+00	4.536017246488426857e-01	4.400727060556611225e-02	4.178236177335387680e+01	1.533499190987051897e+00	4.393455330568685646e+00	3.353278713317945137e+00	1.248617394617789507e+09	6.721645698818523584e-01
5.065427835434073600e+00	7.714046476142159747e+01	2.526276857739481940e+01	6.496254192486481394e-01	2.382964328062312731e+00	2.405557469016898764e-01	4.869678192296684749e-01	4.264426213641355901e+01	3.111863400943311575e+01	5.187769618402678162e+01	-5.814511539279965113e-01	1.803952012480323441e+00	2.041976126947317880e+03	7.109200469513669418e+01	1.947772435660016510e-01	1.616473240354129870e-01	1.282051005861543080e+00	7.029002366294391235e-01	1.057115231861927640e+02	9.702973307384183954e-01	5.687524696505777966e-01	1.596915296458880640e-01	3.461951849105606982e+01	3.600721799807824919e+00	5.782526123376777072e+00	5.270047683141816819e+00	1.248617394636926651e+09	3.703770584366469221e-01
5.425464739536923986e+00	6.350925532572156840e+01	1.765480888721979014e+01	5.170161937470980629e-01	2.729304135644202489e+00	2.300880070734586391e-01	3.850184716742299784e-01	3.619241341941923906e+01	2.423144321397400347e+01	4.585444643850177471e+01	-2.567772540392341263e-01	6.774382166174722775e-01	2.869497048652501690e+03	6.848882536488001449e+01	2.109220698630562829e+00	2.680061297919505425e-01	1.776518656020696030e+00	3.628273288415626574e-01	9.485828823362935225e+01	1.100697126344044818e+00	4.086004043578704836e-01	-1.224282622189564185e-01	2.636946286874933776e+01	3.587024703286865623e+00	7.382171187707796678e-01	1.184467577980860442e+00	1.248617394641606092e+09	4.936136118606206380e-01
1.037343620037637359e+00	6.317205779524765319e+01	2.894652063665829900e+01	7.730008472593095092e-01	3.599032878644869538e+00	3.215150954812666662e-01	8.457579643682462400e-01	4.486949444395752806e+01	2.738186219528058984e+01	3.422553715858935419e+01	-1.261218979048361444e+00	8.853900867573835098e-01	3.915578512716413570e+03	5.608393389853046074e+01	9.832974739310511580e-01	1.203586422769127029e-01	1.562164786736401467e+00	7.982480542275954827e-01	1.035173676663148683e+02	2.880886905570314127e+00	3.893508432868946767e-01	3.768360144113449411e-02	4.743343376778440046e+01	2.561689258607231068e+00	3.266008950243703080e+00	3.380400286791898523e+00	1.248617394616861582e+09	6.386575216820359335e-01
2.808824711222056791e+00	6.948672333641215459e+01	2.444181441091377494e+01	8.357641267497999404e-01	3.658699264505543169e+00	4.115755249645464131e-01	5.426099196102069921e-01	3.864591225676804243e+01	2.862115308721926255e+01	4.504490892549838321e+01	-1.136423229688056313e+00	2.135893630420817146e+00	1.912895273034117736e+03	6.082220351654073198e+01	1.753783560216064075e+00	4.185636541315542747e-01	1.907318077348984398e+00	7.530742526708060769e-01	9.382493447716655055e+01	1.107946700957569419e+00	3.877559001107613867e-01	-9.441173495826106488e-02	3.300273096062581857e+01	8.498745532834863781e-01	2.790462575060351558e+00	7.156997538308677020e-01	1.248617394626909256e+09	3.502569983466293779e-01
4.837299863492427576e+00	7.045451014479768048e+01	2.068563841056149144e+01	6.736940800492494663e-01	1.273146567911299876e+00	8.178535364194923496e-02	4.156340638184845004e-01	4.330248675426042126e+01	2.741538029291098866e+01	4.976887173423618549e+01	5.507565659030406735e-01	2.962715134026699726e+00	3.480277077596568233e+03	7.860973971619549161e+01	3.788173907011790353e-01	2.211479086046003184e-01	3.110058622035795750e+00	6.753748295701974547e-01	1.112826252901511452e+02	1.939399831872748337e+00	7.457702623518591700e-01	-7.370853769469479233e-02	3.267288557395565363e+01	2.719032011598457643e+00	3.678664412304824882e+00	3.151562882948079736e+00	1.248617394640578508e+09	5.794961182959583734e-01
5.892007493887589931e+00	7.559272493726653863e+01	2.745444769782457328e+01	2.786973985483664595e+00	4.974499207189493788e+00	4.835352195302197731e-01	5.703246828145699387e-01	4.546554012930917565e+01	3.140262499452312284e+01	4.813827723944196890e+01	1.540560100591645831e-01	2.161902283155622939e+00	2.554932964615110905e+03	6.969585427865902716e+01	1.309720754903968887e+00	1.086600794603333059e-01	1.334345388306604985e+00	2.686793995598687257e+00	1.094451202636257250e+02	2.495440563975449777e+00	9.430413505819841280e-01	9.809329808456199173e-02	3.974926598496669783e+01	5.365677020481490977e+00	5.183625084443748143e+00	5.552128548319283929e-01	1.248617394634268045e+09	4.478261017108838282e-01
3.460788426662762429e+00	6.531520138676492593e+01	2.917674780161578596e+01	2.357249741150832190e+00	4.262710209545137019e+00	4.894522303057870505e-01	8.073601636791060132e-01	4.992437605081596530e+01	2.823585958725800182e+01	3.613845358514913642e+01	3.382878560017015257e-01	4.810262863509895404e-01	4.905207721774441779e+03	6.389710719110250636e+01	1.163419793308205774e+00	5.330774765128307724e-01	7.453585196500072119e-01	2.388010043489431578e+00	1.154850861115324108e+02	1.442024260325439400e+00	5.025740392252958655e-01	2.818340658079796501e-01	5.158797892042990441e+01	8.019217828823741456e-01	6.119102059189244436e+00	3.603882416299437619e+00	1.248617394648731470e+09	7.681195749161942032e-01
5.860513961531301774e-01	6.694646390442885320e+01	2.978935020527769240e+01	2.603006387018839352e+00	6.203768764277287850e+00	4.749064745358220208e-01	8.017132451802417847e-01	4.779748889783282095e+01	2.892785769270522067e+01	3.715711369915116080e+01	-4.545445459563977053e-01	4.774693755037456161e-02	4.017533216739722775e+03	6.139468564789538618e+01	1.817479404036630219e+00	4.897317768794042236e-01	3.139723017388442727e-01	2.508565019857931233e+00	1.106156183154904085e+02	3.132313788161063428e+00	4.815889737564875150e-01	1.374439860227880394e-01	4.922093266759502228e+01	5.617717368124157673e+00	4.462902705447928220e+00	5.675887940699594347e-01	1.248617394617688894e+09	6.522996415972407425e-01
7.002079479384167859e-01	7.876128266979314674e+01	2.766422566337332256e+01	1.109483735156895579e+00	2.086416462748896805e+00	1.259926225517712939e-01	5.414054601989620741e-01	4.366744495009930205e+01	3.242844226711500255e+01	5.109705700641981707e+01	-4.328143619847577561e-01	1.052757992364447892e+00	1.889490444232108757e+03	6.880620122177792553e+01	9.537293295217366129e-01	1.544824011876785030e-01	1.825487638767257836e+00	1.054192622834038362e+00	1.060582542587969925e+02	1.155068594906794033e+00	4.679980331595474247e-02	5.385138133301337754e-02	3.725205303701906701e+01	1.386208514810479464e+00	3.438568840078183086e+00	1.740806253468482723e+00	1.248617394639022112e+09	3.465785556521022714e-01
2.995592505581947673e+00	8.238238593785511910e+01	3.693688431961602703e+01	1.033539844665745111e+00	6.704774055686790746e-01	2.534253667102381313e-01	8.127731679562270051e-01	5.245567206340678723e+01	3.562901559665903051e+01	4.544550161823908496e+01	-1.201059836497015976e-01	2.242226324823115124e+00	2.721890742231989407e+03	6.690822886127986635e+01	8.753743216259929349e-01	7.668573315096330334e-02	6.515921943303205621e-01	1.008759341837814461e+00	1.212894419952025657e+02	1.253467707344412929e+00	5.295415609457911899e-01	2.158848921987817082e-01	5.438121313392269940e+01	3.958070207166317189e+00	3.157680845847123052e+00	6.513054146863033189e-01	1.248617394642083645e+09	4.722739650523944954e-01
1.017108876312045274e+00	6.814896570640840423e+01	2.409723021761447370e+01	2.533324443865825337e+00	5.289086177705675240e+00	3.682500046118955539e-01	5.470211320901179342e-01	3.459185920040926021e+01	2.811034889716815144e+01	4.405173548879392342e+01	-9.272398351838697650e-01	2.966402527934228761e+00	1.184086605435234560e+03	5.420891206780939342e+01	2.459941485226515123e+00	5.844532466645403490e-01	6.420428435237968134e-01	2.717765187177353159e+00	8.386233251651614751e+01	9.746330908918992009e-01	3.402049560223088243e-01	-1.970272795781942143e-01	2.965342044870675053e+01	4.271977301393629745e+00	3.567980317954587033e+00	4.794914037635261472e+00	1.248617394632392406e+09	2.305738120487739462e-01
2.423353821248412920e+00	6.422504886273301850e+01	2.042444839161484893e+01	3.762455687717906616e-01	3.216995940623854633e+00	3.208440391695151217e-02	4.663052143561958185e-01	4.429763986586836211e+01	2.567067874102522751e+01	4.380060047111817312e+01	8.550573111230308498e-03	2.805452777931378261e+00	4.574986651064320540e+03	7.558285642356518963e+01	1.967779514145870490e+00	1.930718157745272764e-02	1.058236741596888519e+00	3.790415893224898247e-01	1.108275364898093187e+02	1.319146588876634496e+00	8.761212640065703383e-02	8.572770174062506118e-03	3.524468006624413619e+01	7.936421193754421566e-01	7.452126340386134862e-01	5.812860323817623964e+00	1.248617394642405033e+09	7.256123343195725051e-01
2.532048704210402956e+00	5.589089791329909218e+01	2.772534575263028600e+01	2.824439040844679560e+00	4.104074836828099038e+00	6.380297518655461131e-01	9.843707517066455637e-01	4.949579443446181415e+01	2.432702082280350453e+01	2.816555216066880618e+01	1.374426779085842210e-01	8.912837676316247570e-01	7.076848474504175101e+03	5.730567626968957740e+01	8.596754803093658026e-01	5.874690135128733948e-01	1.887898646823465976e+00	2.879123325245210641e+00	1.137157078963415842e+02	1.328020401127020023e+00	6.837078876880148259e-01	8.747010175671195154e-02	5.641003162665200676e+01	1.572026132617695637e+00	5.492842887708203392e+00	5.472820950823643393e+00	1.248617394645625830e+09	1.034601556638853781e+00
6.282572798167512573e+00	7.579255368005054549e+01	2.246927348827088977e+01	1.063294586018563193e+00	1.824395010531000949e+00	2.027079242371228607e-01	4.213783062005769797e-01	4.173176367627201699e+01	2.959226616692658851e+01	5.332328019177965928e+01	-3.002789540237664756e-01	1.104846569816923640e+00	2.302789041726000960e+03	7.519784104584847739e+01	1.993542132497428288e+00	2.222757793963433814e-01	7.922785973071848620e-01	9.328543708559408065e-01	1.068845799356883361e+02	1.091147313661082308e+00	3.860178025351827524e-01	1.620353657026630742e-02	3.168673888983985520e+01	1.825007519543074608e+00	2.485035724213783936e+00	1.202497437703236027e+00	1.248617394640159369e+09	4.102253420156439234e-01
5.927443447081336636e+00	6.623549548388179176e+01	3.019931508975881940e+01	3.601157358212861981e-01	3.615950717697102856e+00	3.699114502165687379e-01	8.380276366549639366e-01	4.567155639617867990e+01	2.869613121638504438e+01	3.603618039412297236e+01	-4.667482439407835138e-01	8.065097830443633820e-01	3.568101400472146452e+03	5.735367017813582891e+01	1.325158894388606790e+00	3.813588849674831582e-01	6.294480921152367792e-01	3.768671884173284137e-01	1.054176308510072886e+02	1.116045729507192164e+00	8.831889775065306092e-02	8.300526212410955229e-02	4.806396067287145257e+01	3.971692577795352452e+00	5.191485832533209610e+00	6.264242409905852682e+00	1.248617394639639139e+09	5.915579717624418477e-01
2.671845505834083756e+00	7.169455366938291263e+01	3.221769788090717412e+01	3.262684226952543010e-01	5.842297037233885604e+00	3.732093946537415330e-01	8.161161074614330380e-01	4.733315386854120987e+01	3.101451561801143697e+01	3.947685578847575272e+01	-1.106364754689098007e+00	1.929954959376549928e+00	3.097886596034124977e+03	6.024805005166614791e+01	1.078895637149414277e+00	4.234102945716763933e-01	2.139221313927609280e+00	2.802620940713246300e-01	1.094174541419735078e+02	1.152078227557382206e+00	4.517387473475744653e-01	8.368609902043738259e-04	4.916940409030736703e+01	3.170451531399801404e+00	1.430616317123728498e+00	2.039811296793288875e+00	1.248617394624664545e+09	5.261613127065203344e-01
1.954614936728257035e+00	7.389138901262292336e+01	2.661720949340378084e+01	2.443852979979686868e+00	3.734618034905153650e+00	6.649542998229540300e-03	5.630390577711170685e-01	4.147234050275123707e+01	3.063043380694668372e+01	4.727417951921913186e+01	-1.040996061804087436e+00	2.367855419327478117e+00	1.936508769447747000e+03	6.400728381341455986e+01	1.973749483596613841e+00	4.355312167282879461e-03	1.614321609355383602e+00	2.442573938456636284e+00	1.000458845822079752e+02	1.045468946572242430e+00	1.280477710351065647e-02	-1.293363713400012957e-03	3.603860076879340824e+01	1.780003098176896614e+00	1.153632318156766479e+00	7.768034430322781070e-01	1.248617394627032518e+09	3.539586400942750233e-01
1.313051537800469792e-01	6.220817980502135924e+01	2.429186629375108808e+01	2.942867303889336594e-01	4.563680633228585748e+00	2.247401762728780117e-01	6.406705727478109180e-01	4.486240283641538440e+01	2.629073294463849209e+01	3.791631351127026761e+01	-1.034793745512880392e+00	9.911124606755585820e-01	4.427354919075754879e+03	6.470024758900140682e+01	1.326790365630896584e+00	1.001090393020077213e-01	2.337037290562864023e+00	2.237342041515788249e-01	1.061517922687721125e+02	3.269042512443938620e+00	5.183026945881215042e-01	-1.256049127992040770e-01	4.145154467977070567e+01	4.432375479448539046e+00	5.632261526988843414e+00	9.582539460413482812e-01	1.248617394611539841e+09	7.063960495465854139e-01
2.888700641134299030e+00	6.258000646435868930e+01	3.008343589659967421e+01	3.722933520875482127e-01	2.625392176808988509e+00	1.389021751958543771e-01	9.257418666339674029e-01	4.880213005255748016e+01	2.721522066496804371e+01	3.249657056775901509e+01	-1.162080711263914878e+00	8.791146971738101890e-01	5.102269845630661621e+03	5.827260717938217738e+01	1.264136241594413512e+00	1.456994743878083365e-01	3.469670347388340015e-01	3.709127482120963548e-01	1.122179993232513624e+02	3.175721642254011101e+00	3.376773607257987364e-01	1.754943497305543332e-01	5.394539214386918502e+01	6.019876842854275267e+00	5.929976800288240923e+00	3.008927119101206582e+00	1.248617394614207268e+09	7.931925172804688007e-01
2.313668576890949513e+00	7.905718002240593023e+01	2.868765344435806242e+01	2.306466455257445425e+00	2.918928870366560346e+00	1.202346329291116428e-01	5.695438371831107460e-01	4.313432290063700947e+01	3.283442937040637588e+01	5.036952657804786782e+01	1.229882802804140862e-01	2.270659849231644323e+00	1.682976065207163856e+03	6.617003753163884028e+01	1.518545381578491282e+00	6.508646698690159771e-02	1.731747800091430145e+00	2.286360020688093186e+00	1.038567746139588763e+02	2.654418939996418203e+00	2.313131693296283375e-01	-1.128577213609520402e-02	3.768673708232003605e+01	6.052602934756121655e-01	3.296908250588591827e+00	2.074438731656992552e+00	1.248617394630053520e+09	3.136918694105252370e-01
4.524262938489509445e+00	5.814122548013665437e+01	2.415108778570191816e+01	3.033069943006906133e+00	4.835036317813508511e+00	7.353739645629231436e-01	7.105322138679129873e-01	4.712783587458972079e+01	2.487006589573443449e+01	3.399013769443474331e+01	-1.365205776153246564e-01	1.915972944713497661e+00	5.918423673431686439e+03	6.441002759436882741e+01	1.453391228438957183e+00	7.404714184081319095e-01	9.355754839730627825e-01	2.837101346223112941e+00	1.101754270962890701e+02	1.128186334160005799e+00	9.076130108334801161e-01	2.744078196356942168e-01	4.576539950192024975e+01	3.107733793239990661e-01	4.635223575869114931e+00	7.621333737652412621e-01	1.248617394646715164e+09	8.949622438544808656e-01
1.764310729464930727e+00	6.602722328399411822e+01	2.183414908822416223e+01	2.819224391576773847e+00	5.728510464068069297e+00	1.569716094260983630e-01	4.940626893594577962e-01	4.330342202580760613e+01	2.671466202244909738e+01	4.419307419576995954e+01	-4.172404310666477656e-02	2.772475307121404775e-01	3.784188356037729136e+03	7.163524438037464392e+01	1.500031003701845833e+00	1.573654669838113751e-01	1.449534627416831256e+00	2.876606419581703822e+00	1.070275458718645325e+02	1.282459794117045249e+00	3.288973619298389273e-01	2.060355435778640429e-02	3.539230149148988147e+01	3.964199734603138126e+00	2.600881061789850790e+00	4.088782266101525842e+00	1.248617394643524647e+09	6.209608786897060639e-01
5.658197708546889304e-01	1.018815681351832723e+02	4.923107150172616286e+01	1.529592947859431451e+00	2.214727024008553258e+00	6.609429421454360298e-01	9.350542663341555594e-01	5.409740783144306420e+01	4.431654881095285248e+01	5.265049663345710940e+01	-1.383252930781133205e+00	2.922627822381156926e-01	1.127161129516211986e+03	6.427069492839663667e+01	5.116351755190035044e-01	5.380745886006810252e-01	9.582664848538234859e-01	1.405450197876340734e+00	1.243672824214548882e+02	3.919244567904627274e-01	8.722367226254272854e-01	4.847850575145347118e-01	6.009658749305825154e+01	1.648907253153864438e+00	1.858815402636415648e+00	7.798017239019205959e-01	1.248617394621687412e+09	2.207044384754273114e-01
2.257212783475860185e+00	6.104824587744348463e+01	1.982163715406913340e+01	2.863130783923145017e+00	3.626379169959454085e+00	1.624506462950011387e-01	4.807971785181255342e-01	4.131622838316194901e+01	2.456154274996259446e+01	4.122660872337435478e+01	-1.010333627696890613e+00	2.473802971201752854e+00	4.242608157296719583e+03	6.934938895403000458e+01	1.040178249381921383e+00	1.883497880616800124e-01	2.266668685234350722e+00	2.930234710194828729e+00	1.026923794950836850e+02	3.316487063142794511e+00	1.606452426539015099e-01	3.093188075479674087e-02	3.334299054105368754e+01	1.369166386483593456e+00	6.266504984220777175e+00	4.661429946332150465e+00	1.248617394613540411e+09	6.821511907359676385e-01
4.611856080326627527e+00	8.383922396161739243e+01	2.950001510486185197e+01	8.396755943130513877e-01	4.946795441840370344e-01	4.168496693142490495e-01	5.428863563808467019e-01	4.904146230584875354e+01	3.453598760014019575e+01	5.433920885675554757e+01	-1.040629673505328867e+00	2.845206954959464074e+00	2.367853124229322930e+03	7.716224286770945184e+01	6.557282087979539043e-01	3.023889819984870719e-01	1.380151856476673711e+00	9.325848540753893801e-01	1.190525717483342021e+02	1.150269639506319663e+00	8.511296020445047184e-01	2.120911629404959309e-01	4.189032888062475735e+01	2.166008771036997516e+00	6.093818056860994758e+00	4.071342148476613687e+00	1.248617394625582457e+09	4.200104214089326882e-01
2.442377341754187192e-02	6.093999978351860136e+01	2.362674592372042426e+01	2.849168906371928767e+00	2.406420897392496983e+00	1.756971229301070025e-01	6.331998279350333769e-01	3.884271561316379007e+01	2.571459748675278334e+01	3.731325385979817355e+01	-3.264284500444651904e-01	2.550801601994300061e+00	2.987729488785120338e+03	5.636285417357116501e+01	1.394337929816907629e+00	3.650984246339084027e-02	2.298722095501546825e+00	2.813129383826407093e+00	9.205180373820380169e+01	3.078769600082686964e+00	3.963136762775971156e-01	-9.830442974635564268e-02	3.568894956463263668e+01	2.381997123974954889e+00	3.120439190495247761e+00	2.514216539637466941e+00	1.248617394620506525e+09	5.105317372039025470e-01
1.891955271764816260e+00	8.214127581615532847e+01	3.345549124507771666e+01	1.896020242900191999e+00	7.745976449118288087e-01	1.446970840055504803e-01	6.871716567745804749e-01	4.303119841450607908e+01	3.501139875345264585e+01	4.868578457107761892e+01	5.176364793296994726e-02	5.117608844588467099e-01	1.175336731163086142e+03	5.983787367642204913e+01	1.136797903151706812e+00	1.594824355350014655e-01	2.291393576686430400e+00	1.886115883595702813e+00	1.009567644685170364e+02	2.658897145173710896e+00	1.259137638625899835e-01	5.909879902085256147e-03	4.111889079209499442e+01	5.165827680326598781e+00	5.748820823835082416e-01	2.927600346603953962e+00	1.248617394630133629e+09	2.290625323920417178e-01
